a, time, T11, T12, T13, T14, T15, T21, T22, T23, T24, T25, T31, T32, T33, T34, T35, T41, T42, T43, T44, T45, T51, T52, T53, T54, T55
1, 1.000000e+002  2.566987e+000 2.840182e+000 2.855041e+000 2.861602e+000 2.970704e+000 2.689229e+000 2.988356e+000 3.005284e+000 3.011746e+000 3.111098e+000 2.692214e+000 2.992277e+000 3.009302e+000 3.015733e+000 3.114483e+000 2.694731e+000 2.995010e+000 3.012023e+000 3.018400e+000 3.116600e+000 2.798240e+000 3.095446e+000 3.111488e+000 3.116866e+000 3.201957e+000 ,0.000000e+000, 8 
2, 2.000000e+002  2.212679e+000 2.681992e+000 2.720567e+000 2.738994e+000 2.943623e+000 2.424077e+000 2.960276e+000 3.005958e+000 3.024159e+000 3.202667e+000 2.431917e+000 2.971354e+000 3.017449e+000 3.035521e+000 3.211877e+000 2.438952e+000 2.979230e+000 3.025277e+000 3.043113e+000 3.217542e+000 2.637606e+000 3.171052e+000 3.213720e+000 3.228055e+000 3.368549e+000 ,0.000000e+000, 8 
3, 3.000000e+002  1.921380e+000 2.528619e+000 2.595625e+000 2.630052e+000 2.918607e+000 2.197300e+000 2.919962e+000 3.002263e+000 3.036446e+000 3.278249e+000 2.211114e+000 2.940800e+000 3.024163e+000 3.058018e+000 3.295006e+000 2.224217e+000 2.955930e+000 3.039178e+000 3.072414e+000 3.305166e+000 2.509474e+000 3.231294e+000 3.307176e+000 3.332727e+000 3.506701e+000 ,0.000000e+000, 8 
4, 4.000000e+002  1.680705e+000 2.382101e+000 2.479446e+000 2.532955e+000 2.895513e+000 2.002816e+000 2.870781e+000 2.994531e+000 3.048034e+000 3.340710e+000 2.023221e+000 2.903421e+000 3.029300e+000 3.082151e+000 3.366195e+000 2.043560e+000 2.927634e+000 3.053301e+000 3.104888e+000 3.381453e+000 2.407076e+000 3.279610e+000 3.392398e+000 3.430464e+000 3.621885e+000 ,0.000000e+000, 8 
5, 5.000000e+002  1.480854e+000 2.243646e+000 2.371385e+000 2.446149e+000 2.874201e+000 1.835524e+000 2.815416e+000 2.983145e+000 3.058527e+000 3.392375e+000 1.862814e+000 2.861412e+000 3.032809e+000 3.107076e+000 3.427361e+000 1.891233e+000 2.896274e+000 3.067337e+000 3.139385e+000 3.448084e+000 2.325091e+000 3.318646e+000 3.469958e+000 3.521149e+000 3.718438e+000 ,0.000000e+000, 8 
6, 6.000000e+002  1.314057e+000 2.113870e+000 2.270880e+000 2.368304e+000 2.854537e+000 1.691158e+000 2.755990e+000 2.968519e+000 3.067662e+000 3.435137e+000 1.725408e+000 2.816480e+000 3.034708e+000 3.132134e+000 3.480087e+000 1.762493e+000 2.863313e+000 3.081069e+000 3.174985e+000 3.506472e+000 2.259328e+000 3.350437e+000 3.540437e+000 3.604871e+000 3.799807e+000 ,0.000000e+000, 8 
7, 7.000000e+002  1.174129e+000 1.992977e+000 2.177427e+000 2.298283e+000 2.836393e+000 1.566145e+000 2.694172e+000 2.951069e+000 3.075283e+000 3.470534e+000 1.607299e+000 2.769943e+000 3.035061e+000 3.156817e+000 3.525683e+000 1.653423e+000 2.829841e+000 3.094347e+000 3.210952e+000 3.557811e+000 2.206481e+000 3.376553e+000 3.604403e+000 3.681860e+000 3.868745e+000 ,0.000000e+000, 8 
8, 8.000000e+002  1.056134e+000 1.880885e+000 2.090565e+000 2.235115e+000 2.819650e+000 1.457500e+000 2.631258e+000 2.931207e+000 3.081314e+000 3.499822e+000 1.505416e+000 2.722811e+000 3.033964e+000 3.180744e+000 3.565234e+000 1.560783e+000 2.796658e+000 3.107069e+000 3.246714e+000 3.603106e+000 2.163935e+000 3.398203e+000 3.662402e+000 3.752433e+000 3.927451e+000 ,0.000000e+000, 8 
9, 9.000000e+002  9.561210e-001 1.777324e+000 2.009864e+000 2.177966e+000 2.804193e+000 1.362724e+000 2.568249e+000 2.909325e+000 3.085740e+000 3.524030e+000 1.417212e+000 2.675846e+000 3.031531e+000 3.203635e+000 3.599638e+000 1.481895e+000 2.764336e+000 3.119173e+000 3.281827e+000 3.643202e+000 2.129624e+000 3.416321e+000 3.714955e+000 3.816963e+000 3.977696e+000 ,0.000000e+000, 8 
10, 1.000000e+003  8.709149e-001 1.681901e+000 1.934918e+000 2.126120e+000 2.789918e+000 1.279728e+000 2.505903e+000 2.885791e+000 3.088590e+000 3.544000e+000 1.340571e+000 2.629616e+000 3.027884e+000 3.225291e+000 3.629647e+000 1.414537e+000 2.733269e+000 3.130622e+000 3.315956e+000 3.678809e+000 2.101905e+000 3.431628e+000 3.762548e+000 3.875848e+000 4.020908e+000 ,0.000000e+000, 8 
