a, time, T11, T12, T13, T14, T15, T21, T22, T23, T24, T25, T31, T32, T33, T34, T35, T41, T42, T43, T44, T45, T51, T52, T53, T54, T55
37, 3.700000e+003  2.495047e+000 2.930718e+000 3.165441e+000 3.365047e+000 3.668578e+000 2.375145e+000 2.911072e+000 3.284900e+000 3.587617e+000 3.878272e+000 2.391690e+000 2.979144e+000 3.390884e+000 3.697477e+000 3.936741e+000 2.531646e+000 3.247190e+000 3.674654e+000 3.923735e+000 4.034774e+000 3.176085e+000 4.062627e+000 4.403047e+000 4.496956e+000 4.349616e+000 
38, 3.800000e+003  2.495151e+000 2.931491e+000 3.167314e+000 3.367318e+000 3.669644e+000 2.375610e+000 2.913443e+000 3.289960e+000 3.593465e+000 3.880968e+000 2.392933e+000 2.983736e+000 3.399046e+000 3.706143e+000 3.940597e+000 2.533899e+000 3.254204e+000 3.685428e+000 3.934226e+000 4.039257e+000 3.177817e+000 4.067624e+000 4.410116e+000 4.503450e+000 4.352310e+000 
39, 3.900000e+003  2.495283e+000 2.932287e+000 3.169130e+000 3.369471e+000 3.670645e+000 2.376138e+000 2.915868e+000 3.294901e+000 3.599062e+000 3.883523e+000 2.394225e+000 2.988333e+000 3.407003e+000 3.714466e+000 3.944270e+000 2.536120e+000 3.261031e+000 3.695788e+000 3.944224e+000 4.043505e+000 3.179460e+000 4.072344e+000 4.416762e+000 4.509529e+000 4.354822e+000 
40, 4.000000e+003  2.495440e+000 2.933101e+000 3.170892e+000 3.371516e+000 3.671587e+000 2.376720e+000 2.918336e+000 3.299724e+000 3.604423e+000 3.885947e+000 2.395558e+000 2.992922e+000 3.414758e+000 3.722462e+000 3.947770e+000 2.538305e+000 3.267670e+000 3.705749e+000 3.953756e+000 4.047532e+000 3.181020e+000 4.076808e+000 4.423018e+000 4.515223e+000 4.357167e+000 
41, 4.100000e+003  2.495618e+000 2.933930e+000 3.172601e+000 3.373461e+000 3.672474e+000 2.377348e+000 2.920836e+000 3.304432e+000 3.609561e+000 3.888250e+000 2.396922e+000 2.997493e+000 3.422311e+000 3.730147e+000 3.951110e+000 2.540451e+000 3.274121e+000 3.715327e+000 3.962846e+000 4.051353e+000 3.182503e+000 4.081032e+000 4.428909e+000 4.520563e+000 4.359358e+000 
42, 4.200000e+003  2.495815e+000 2.934771e+000 3.174261e+000 3.375313e+000 3.673310e+000 2.378016e+000 2.923359e+000 3.309027e+000 3.614491e+000 3.890441e+000 2.398309e+000 3.002033e+000 3.429666e+000 3.737534e+000 3.954298e+000 2.542555e+000 3.280385e+000 3.724533e+000 3.971517e+000 4.054979e+000 3.183912e+000 4.085032e+000 4.434463e+000 4.525574e+000 4.361408e+000 
43, 4.300000e+003  2.496026e+000 2.935619e+000 3.175873e+000 3.377079e+000 3.674101e+000 2.378717e+000 2.925896e+000 3.313510e+000 3.619223e+000 3.892526e+000 2.399713e+000 3.006536e+000 3.436824e+000 3.744638e+000 3.957343e+000 2.544614e+000 3.286464e+000 3.733383e+000 3.979791e+000 4.058424e+000 3.185252e+000 4.088822e+000 4.439702e+000 4.530282e+000 4.363328e+000 
44, 4.400000e+003  2.496250e+000 2.936472e+000 3.177439e+000 3.378765e+000 3.674850e+000 2.379445e+000 2.928440e+000 3.317884e+000 3.623768e+000 3.894515e+000 2.401128e+000 3.010992e+000 3.443787e+000 3.751471e+000 3.960254e+000 2.546627e+000 3.292359e+000 3.741890e+000 3.987687e+000 4.061697e+000 3.186528e+000 4.092416e+000 4.444648e+000 4.534709e+000 4.365128e+000 
45, 4.500000e+003  2.496485e+000 2.937327e+000 3.178961e+000 3.380376e+000 3.675559e+000 2.380196e+000 2.930985e+000 3.322150e+000 3.628138e+000 3.896412e+000 2.402548e+000 3.015394e+000 3.450560e+000 3.758045e+000 3.963039e+000 2.548593e+000 3.298074e+000 3.750067e+000 3.995227e+000 4.064809e+000 3.187742e+000 4.095826e+000 4.449321e+000 4.538875e+000 4.366817e+000 
46, 4.600000e+003  2.496728e+000 2.938182e+000 3.180440e+000 3.381917e+000 3.676233e+000 2.380965e+000 2.933523e+000 3.326310e+000 3.632340e+000 3.898224e+000 2.403969e+000 3.019737e+000 3.457145e+000 3.764372e+000 3.965703e+000 2.550510e+000 3.303610e+000 3.757927e+000 4.002427e+000 4.067770e+000 3.188899e+000 4.099064e+000 4.453740e+000 4.542799e+000 4.368404e+000 
47, 4.700000e+003  2.496979e+000 2.939035e+000 3.181877e+000 3.383393e+000 3.676874e+000 2.381748e+000 2.936050e+000 3.330366e+000 3.636384e+000 3.899957e+000 2.405387e+000 3.024015e+000 3.463544e+000 3.770462e+000 3.968255e+000 2.552379e+000 3.308972e+000 3.765481e+000 4.009306e+000 4.070588e+000 3.190001e+000 4.102140e+000 4.457921e+000 4.546498e+000 4.369896e+000 
48, 4.800000e+003  2.497236e+000 2.939884e+000 3.183275e+000 3.384807e+000 3.677484e+000 2.382541e+000 2.938561e+000 3.334320e+000 3.640278e+000 3.901615e+000 2.406797e+000 3.028224e+000 3.469762e+000 3.776325e+000 3.970699e+000 2.554198e+000 3.314162e+000 3.772743e+000 4.015879e+000 4.073271e+000 3.191052e+000 4.105065e+000 4.461879e+000 4.549987e+000 4.371301e+000 
49, 4.900000e+003  2.497497e+000 2.940728e+000 3.184634e+000 3.386165e+000 3.678066e+000 2.383342e+000 2.941052e+000 3.338174e+000 3.644029e+000 3.903202e+000 2.408197e+000 3.032360e+000 3.475802e+000 3.781972e+000 3.973042e+000 2.555967e+000 3.319185e+000 3.779722e+000 4.022162e+000 4.075828e+000 3.192055e+000 4.107846e+000 4.465630e+000 4.553282e+000 4.372624e+000 
50, 5.000000e+003  2.497761e+000 2.941566e+000 3.185956e+000 3.387468e+000 3.678621e+000 2.384147e+000 2.943518e+000 3.341929e+000 3.647645e+000 3.904724e+000 2.409584e+000 3.036420e+000 3.481667e+000 3.787410e+000 3.975289e+000 2.557687e+000 3.324043e+000 3.786431e+000 4.028169e+000 4.078264e+000 3.193011e+000 4.110493e+000 4.469187e+000 4.556396e+000 4.373871e+000 
51, 5.100000e+003  2.498027e+000 2.942395e+000 3.187242e+000 3.388721e+000 3.679151e+000 2.384953e+000 2.945957e+000 3.345588e+000 3.651131e+000 3.906183e+000 2.410955e+000 3.040401e+000 3.487361e+000 3.792650e+000 3.977444e+000 2.559359e+000 3.328741e+000 3.792881e+000 4.033915e+000 4.080588e+000 3.193924e+000 4.113013e+000 4.472561e+000 4.559340e+000 4.375048e+000 
52, 5.200000e+003  2.498294e+000 2.943215e+000 3.188492e+000 3.389926e+000 3.679658e+000 2.385760e+000 2.948365e+000 3.349153e+000 3.654494e+000 3.907584e+000 2.412308e+000 3.044300e+000 3.492888e+000 3.797699e+000 3.979513e+000 2.560981e+000 3.333283e+000 3.799081e+000 4.039412e+000 4.082805e+000 3.194797e+000 4.115414e+000 4.475764e+000 4.562126e+000 4.376160e+000 
53, 5.300000e+003  2.498562e+000 2.944025e+000 3.189709e+000 3.391086e+000 3.680143e+000 2.386564e+000 2.950740e+000 3.352625e+000 3.657740e+000 3.908929e+000 2.413642e+000 3.048117e+000 3.498251e+000 3.802565e+000 3.981499e+000 2.562555e+000 3.337673e+000 3.805041e+000 4.044672e+000 4.084921e+000 3.195630e+000 4.117703e+000 4.478807e+000 4.564764e+000 4.377211e+000 
54, 5.400000e+003  2.498829e+000 2.944824e+000 3.190893e+000 3.392204e+000 3.680608e+000 2.387363e+000 2.953080e+000 3.356005e+000 3.660873e+000 3.910222e+000 2.414955e+000 3.051850e+000 3.503454e+000 3.807256e+000 3.983407e+000 2.564082e+000 3.341915e+000 3.810771e+000 4.049708e+000 4.086941e+000 3.196426e+000 4.119885e+000 4.481699e+000 4.567264e+000 4.378205e+000 
55, 5.500000e+003  2.499096e+000 2.945612e+000 3.192045e+000 3.393281e+000 3.681055e+000 2.388157e+000 2.955383e+000 3.359297e+000 3.663899e+000 3.911465e+000 2.416245e+000 3.055498e+000 3.508501e+000 3.811778e+000 3.985240e+000 2.565563e+000 3.346013e+000 3.816281e+000 4.054529e+000 4.088870e+000 3.197188e+000 4.121967e+000 4.484449e+000 4.569635e+000 4.379146e+000 
56, 5.600000e+003  2.499361e+000 2.946388e+000 3.193166e+000 3.394319e+000 3.681483e+000 2.388944e+000 2.957647e+000 3.362501e+000 3.666822e+000 3.912661e+000 2.417512e+000 3.059061e+000 3.513396e+000 3.816138e+000 3.987002e+000 2.566997e+000 3.349971e+000 3.821578e+000 4.059146e+000 4.090714e+000 3.197916e+000 4.123954e+000 4.487067e+000 4.571885e+000 4.380038e+000 
57, 5.700000e+003  2.499624e+000 2.947151e+000 3.194256e+000 3.395321e+000 3.681894e+000 2.389722e+000 2.959870e+000 3.365620e+000 3.669646e+000 3.913812e+000 2.418754e+000 3.062538e+000 3.518142e+000 3.820343e+000 3.988695e+000 2.568386e+000 3.353794e+000 3.826673e+000 4.063570e+000 4.092476e+000 3.198612e+000 4.125851e+000 4.489558e+000 4.574021e+000 4.380883e+000 
58, 5.800000e+003  2.499885e+000 2.947901e+000 3.195317e+000 3.396289e+000 3.682290e+000 2.390491e+000 2.962053e+000 3.368655e+000 3.672376e+000 3.914920e+000 2.419971e+000 3.065930e+000 3.522743e+000 3.824398e+000 3.990324e+000 2.569732e+000 3.357485e+000 3.831572e+000 4.067809e+000 4.094161e+000 3.199279e+000 4.127663e+000 4.491932e+000 4.576051e+000 4.381684e+000 
59, 5.900000e+003  2.500143e+000 2.948638e+000 3.196350e+000 3.397223e+000 3.682671e+000 2.391249e+000 2.964193e+000 3.371609e+000 3.675016e+000 3.915988e+000 2.421163e+000 3.069236e+000 3.527202e+000 3.828310e+000 3.991891e+000 2.571034e+000 3.361048e+000 3.836284e+000 4.071871e+000 4.095773e+000 3.199917e+000 4.129395e+000 4.494193e+000 4.577980e+000 4.382445e+000 
60, 6.000000e+003  2.500398e+000 2.949361e+000 3.197355e+000 3.398126e+000 3.683037e+000 2.391997e+000 2.966290e+000 3.374482e+000 3.677568e+000 3.917018e+000 2.422328e+000 3.072458e+000 3.531525e+000 3.832084e+000 3.993399e+000 2.572295e+000 3.364488e+000 3.840815e+000 4.075766e+000 4.097316e+000 3.200529e+000 4.131050e+000 4.496350e+000 4.579815e+000 4.383168e+000 
61, 6.100000e+003  2.500650e+000 2.950070e+000 3.198332e+000 3.398999e+000 3.683390e+000 2.392732e+000 2.968344e+000 3.377276e+000 3.680037e+000 3.918010e+000 2.423467e+000 3.075595e+000 3.535713e+000 3.835726e+000 3.994850e+000 2.573514e+000 3.367808e+000 3.845175e+000 4.079501e+000 4.098792e+000 3.201114e+000 4.132633e+000 4.498407e+000 4.581562e+000 4.383854e+000 
62, 6.200000e+003  2.500898e+000 2.950765e+000 3.199283e+000 3.399843e+000 3.683730e+000 2.393456e+000 2.970355e+000 3.379994e+000 3.682426e+000 3.918968e+000 2.424579e+000 3.078649e+000 3.539772e+000 3.839239e+000 3.996247e+000 2.574694e+000 3.371012e+000 3.849368e+000 4.083083e+000 4.100206e+000 3.201675e+000 4.134147e+000 4.500370e+000 4.583225e+000 4.384508e+000 
63, 6.300000e+003  2.501142e+000 2.951446e+000 3.200208e+000 3.400659e+000 3.684058e+000 2.394166e+000 2.972321e+000 3.382637e+000 3.684736e+000 3.919892e+000 2.425665e+000 3.081620e+000 3.543703e+000 3.842630e+000 3.997593e+000 2.575834e+000 3.374105e+000 3.853402e+000 4.086520e+000 4.101560e+000 3.202213e+000 4.135596e+000 4.502245e+000 4.584809e+000 4.385129e+000 
64, 6.400000e+003  2.501382e+000 2.952113e+000 3.201109e+000 3.401449e+000 3.684375e+000 2.394863e+000 2.974243e+000 3.385207e+000 3.686973e+000 3.920783e+000 2.426723e+000 3.084510e+000 3.547511e+000 3.845903e+000 3.998889e+000 2.576937e+000 3.377088e+000 3.857284e+000 4.089818e+000 4.102857e+000 3.202728e+000 4.136983e+000 4.504035e+000 4.586320e+000 4.385721e+000 
